Replication,Seed,Model,Variable,RMSE,Corr,VarType,LogLik,AUC
4,46,MixedModel,biomarker,0.7505043745040894,0.9389081798412943,continuous,-1.1319288532746161,
4,46,MixedModel,blood_pressure,18.76494598388672,0.9343560439622156,bounded,-4.350929087230984,
4,46,MixedModel,symptom_present,0.4005163908004761,0.5986120900696869,binary,-0.5486527937333341,0.8433596344625142
4,46,MixedModel,score,0.9913978576660156,0.9043675872884717,continuous,-1.4102991788887962,
5,47,VAE-RWMH,biomarker,0.8273913264274597,0.9495839840774829,continuous,-1.2294610252694227,
5,47,VAE-RWMH,blood_pressure,23.616355895996094,0.8630418222583223,bounded,-4.580878111235612,
5,47,VAE-RWMH,symptom_present,0.3965809941291809,0.6159077843733927,binary,-0.4845768601537623,0.8492095564463986
5,47,VAE-RWMH,score,0.7608230113983154,0.9385715139535384,continuous,-1.1455840113137548,
5,47,RNN,biomarker,1.2433141469955444,0.8780131133023356,continuous,-1.6367190467023465,
5,47,RNN,blood_pressure,46.43861389160156,0.01715649195932426,bounded,-5.257069842293523,
5,47,RNN,symptom_present,0.5021569132804871,0.0804788836775335,binary,-0.69747894887416,0.548210141960142
5,47,RNN,score,0.9936934113502502,0.8946703979229613,continuous,-1.4126119740164673,
5,47,MixedModel,biomarker,0.806687593460083,0.9525286256791807,continuous,-1.2041196670699055,
5,47,MixedModel,blood_pressure,20.9209041595459,0.9143777878621141,bounded,-4.45968733172637,
5,47,MixedModel,symptom_present,0.3753681182861328,0.6481188355950769,binary,-0.43882094534015087,0.8676595255542625
5,47,MixedModel,score,0.8745678067207336,0.9194287619021184,continuous,-1.2849130833776827,
6,48,VAE-RWMH,biomarker,0.7434489130973816,0.9371417485269993,continuous,-1.1224833063933246,
6,48,VAE-RWMH,blood_pressure,22.990123748779297,0.9025171947937065,bounded,-4.554003254687299,
6,48,VAE-RWMH,symptom_present,0.42245763540267944,0.5679609469943663,binary,-0.5394973950469563,0.8312001753969794
6,48,VAE-RWMH,score,0.8042728304862976,0.9387346976057531,continuous,-1.2011218668437433,
6,48,RNN,biomarker,1.0676604509353638,0.8970188195909127,continuous,-1.484408293356469,
6,48,RNN,blood_pressure,22.334989547729492,0.8882459414597645,bounded,-4.5250930200314565,
6,48,RNN,symptom_present,0.42856013774871826,0.5229615712658201,binary,-0.5513659002429133,0.8030261370252958
6,48,RNN,score,0.9313036203384399,0.918006640831297,continuous,-1.3477686011456198,
6,48,MixedModel,biomarker,0.7517045140266418,0.933650246719864,continuous,-1.1335265674785786,
6,48,MixedModel,blood_pressure,20.65102195739746,0.9089322518330293,bounded,-4.446703340849498,
6,48,MixedModel,symptom_present,0.40285271406173706,0.5907199314087515,binary,-0.5129764140353735,0.8396766477611726
6,48,MixedModel,score,0.8322444558143616,0.939979641296246,continuous,-1.235309468972527,
7,49,VAE-RWMH,biomarker,0.787696123123169,0.9273758182619068,continuous,-1.1802956391514772,
7,49,VAE-RWMH,blood_pressure,19.917634963989258,0.9042399285249415,bounded,-4.41054399200054,
7,49,VAE-RWMH,symptom_present,0.4441779553890228,0.4568366838035004,binary,-0.5836101669955338,0.7601285763866293
7,49,VAE-RWMH,score,0.84274822473526,0.9213917975970018,continuous,-1.2478515018204082,
7,49,RNN,biomarker,1.1562058925628662,0.9129943270025914,continuous,-1.5640824549535448,
7,49,RNN,blood_pressure,26.10264778137207,0.8632162942470093,bounded,-4.6809752899500126,
7,49,RNN,symptom_present,0.4414170980453491,0.48077666149281917,binary,-0.5804846117083076,0.7776883003260956
7,49,RNN,score,1.1147657632827759,0.9024164108614281,continuous,-1.5275828382740333,
7,49,MixedModel,biomarker,0.9285867214202881,0.9117445430989641,continuous,-1.3448470301371833,
7,49,MixedModel,blood_pressure,19.4199275970459,0.9174301029102548,bounded,-4.38523826779344,
7,49,MixedModel,symptom_present,0.4180246889591217,0.5466198848479277,binary,-0.5216604546238678,0.8164338445297644
7,49,MixedModel,score,0.8328900337219238,0.9306773988376005,continuous,-1.2360848753363558,
8,50,VAE-RWMH,biomarker,0.7632653117179871,0.9479953290560984,continuous,-1.1487889468455847,
8,50,VAE-RWMH,blood_pressure,21.259550094604492,0.8947817458279665,bounded,-4.475744803439204,
8,50,VAE-RWMH,symptom_present,0.4260644018650055,0.5304651959071894,binary,-0.5510487102022122,0.8036204680498391
8,50,VAE-RWMH,score,0.748769998550415,0.9243305171975611,continuous,-1.1296151125448113,
8,50,RNN,biomarker,1.089595913887024,0.934311036892244,continuous,-1.504745439507066,
8,50,RNN,blood_pressure,22.542444229125977,0.8861340364416388,bounded,-4.5343384755611975,
8,50,RNN,symptom_present,0.42522120475769043,0.5280642117033333,binary,-0.5437170939063077,0.8042819993257386
8,50,RNN,score,1.170568585395813,0.8963918869224285,continuous,-1.5764281343927258,
8,50,MixedModel,biomarker,0.8681508898735046,0.9379952167029679,continuous,-1.2775488496395568,
8,50,MixedModel,blood_pressure,19.925947189331055,0.9134316814825297,bounded,-4.410961234879476,
8,50,MixedModel,symptom_present,0.41226926445961,0.5683671060952384,binary,-0.5164132727182955,0.8272626388908398
8,50,MixedModel,score,0.9608837962150574,0.8954276854050158,continuous,-1.3790367362301126,
9,51,VAE-RWMH,biomarker,0.738929271697998,0.9261225210652618,continuous,-1.116385462468634,
9,51,VAE-RWMH,blood_pressure,24.565244674682617,0.8717993475384307,bounded,-4.620271159072145,
9,51,VAE-RWMH,symptom_present,0.4398897886276245,0.507040506190949,binary,-0.5770976284188476,0.7934733912750157
9,51,VAE-RWMH,score,0.7357708811759949,0.9195246296359142,continuous,-1.1121020217366455,
9,51,RNN,biomarker,1.0640833377838135,0.9091651252258192,continuous,-1.481052246041671,
9,51,RNN,blood_pressure,21.641435623168945,0.895113458435539,bounded,-4.493548326164034,
9,51,RNN,symptom_present,0.4362034201622009,0.4983728487606015,binary,-0.5694596224545626,0.7866233421704061
9,51,RNN,score,0.973319947719574,0.9015163423786866,continuous,-1.3918961083792856,
9,51,MixedModel,biomarker,0.8420760631561279,0.9126162701861835,continuous,-1.2470536006747235,
9,51,MixedModel,blood_pressure,20.08500862121582,0.9071239444091997,bounded,-4.418912230252362,
9,51,MixedModel,symptom_present,0.42454132437705994,0.5271497953445248,binary,-0.5401116503755935,0.8025002064326161
9,51,MixedModel,score,0.8276727795600891,0.9064485597195572,continuous,-1.2298011367301502,
10,52,VAE-RWMH,biomarker,0.7588465809822083,0.9386751694491561,continuous,-1.142982818488604,
10,52,VAE-RWMH,blood_pressure,20.586074829101562,0.9037396663270716,bounded,-4.443553401253448,
10,52,VAE-RWMH,symptom_present,0.39832907915115356,0.6109555384828935,binary,-0.4939860241213692,0.8497152030369021
10,52,VAE-RWMH,score,0.8530666828155518,0.9278408999137029,continuous,-1.2600209731201244,
10,52,RNN,biomarker,1.0159951448440552,0.9255891599039545,continuous,-1.4348071036527488,
10,52,RNN,blood_pressure,21.68675994873047,0.8913352991468995,bounded,-4.495640466928057,
10,52,RNN,symptom_present,0.3996899425983429,0.6038419679760383,binary,-0.4966336317900706,0.8438702675116487
10,52,RNN,score,1.1468240022659302,0.8911280141867568,continuous,-1.555934858183046,
10,52,MixedModel,biomarker,0.8692863583564758,0.9293704955218938,continuous,-1.278855791903459,
10,52,MixedModel,blood_pressure,19.07406997680664,0.9298661899791011,bounded,-4.367268353055861,
10,52,MixedModel,symptom_present,0.383088082075119,0.6435652475045387,binary,-0.4559203741677074,0.8672998206801571
10,52,MixedModel,score,0.9101877212524414,0.9175717463559411,continuous,-1.3248341195497702,
11,53,VAE-RWMH,biomarker,0.7556442618370056,0.9222285825373667,continuous,-1.1387539665315503,
11,53,VAE-RWMH,blood_pressure,23.61703109741211,0.8625498093268289,bounded,-4.58090670124192,
11,53,VAE-RWMH,symptom_present,0.43847090005874634,0.48601787328436613,binary,-0.5786879125397489,0.774307608683676
11,53,VAE-RWMH,score,0.8024471998214722,0.9313773333201286,continuous,-1.1988492528425132,
11,53,RNN,biomarker,1.0919522047042847,0.8696311326884504,continuous,-1.5069056409836936,
11,53,RNN,blood_pressure,43.59907150268555,-0.018634772961214092,bounded,-5.193974327918292,
11,53,RNN,symptom_present,0.5011013150215149,0.045516698748571394,binary,-0.6953527805435001,0.5253327444808855
11,53,RNN,score,0.9816557765007019,0.8950541743887961,continuous,-1.4004240276355517,
11,53,MixedModel,biomarker,0.8739246726036072,0.9041751682183862,continuous,-1.284177379606723,
11,53,MixedModel,blood_pressure,18.865829467773438,0.9157603973866192,bounded,-4.356290854261482,
11,53,MixedModel,symptom_present,0.42450475692749023,0.5287732533221812,binary,-0.5763922456751411,0.8051828809208134
11,53,MixedModel,score,0.7537327408790588,0.9418036756936432,continuous,-1.1362211043288846,
12,54,VAE-RWMH,biomarker,0.9552251100540161,0.9246010640052222,continuous,-1.3731302842603483,
12,54,VAE-RWMH,blood_pressure,19.757112503051758,0.9093221043599715,bounded,-4.402452026853887,
12,54,VAE-RWMH,symptom_present,0.3945891261100769,0.614360821543307,binary,-0.4813303582748182,0.8481353863823984
12,54,VAE-RWMH,score,0.7892171144485474,0.9329308812843419,continuous,-1.1822247139551059,
12,54,RNN,biomarker,1.2113248109817505,0.8942166436683772,continuous,-1.6106532385772985,
12,54,RNN,blood_pressure,25.781953811645508,0.8746048945493637,bounded,-4.668613315727802,
12,54,RNN,symptom_present,0.41589751839637756,0.589505709972899,binary,-0.5264348236247669,0.842458095545745
12,54,RNN,score,1.1310646533966064,0.8827576512319956,continuous,-1.5420978935117131,
12,54,MixedModel,biomarker,0.8206921815872192,0.9451396290568845,continuous,-1.2213313622954842,
12,54,MixedModel,blood_pressure,20.053974151611328,0.914115569059207,bounded,-4.417365879366278,
12,54,MixedModel,symptom_present,0.4287930428981781,0.5790243939597916,binary,-1.593011301843603,0.8254562829762032
12,54,MixedModel,score,0.8183115124702454,0.9256689168569862,continuous,-1.2184263404217193,
13,55,VAE-RWMH,biomarker,0.7830604910850525,0.9315761994270862,continuous,-1.1743932027657489,
13,55,VAE-RWMH,blood_pressure,22.81148338317871,0.8784687416249068,bounded,-4.546202599529334,
13,55,VAE-RWMH,symptom_present,0.4072677493095398,0.587903744039106,binary,-0.5137583246283326,0.8366561619450418
13,55,VAE-RWMH,score,0.8615913391113281,0.9278584212847848,continuous,-1.2699643279149904,
13,55,RNN,biomarker,1.3477596044540405,0.8854754647016059,continuous,-1.717382194816468,
13,55,RNN,blood_pressure,22.763845443725586,0.8754729717169806,bounded,-4.544112144022911,
13,55,RNN,symptom_present,0.415329247713089,0.5646179733601872,binary,-0.5270405503965434,0.8191088769480942
13,55,RNN,score,1.1416475772857666,0.9084019474375793,continuous,-1.5514109954853543,
13,55,MixedModel,biomarker,0.8548753261566162,0.9195106653724043,continuous,-1.2621389547708728,
13,55,MixedModel,blood_pressure,18.98077964782715,0.9252936330955548,bounded,-4.362365343273625,
13,55,MixedModel,symptom_present,0.40226665139198303,0.5951163043291655,binary,-0.49608562016868185,0.8392484265833621
13,55,MixedModel,score,0.8975690007209778,0.9177535800468306,continuous,-1.310873252655934,
14,56,VAE-RWMH,biomarker,0.8935152888298035,0.9240624237647219,continuous,-1.306346699844962,
14,56,VAE-RWMH,blood_pressure,25.147106170654297,0.859511237006814,bounded,-4.643681360333144,
14,56,VAE-RWMH,symptom_present,0.4148334860801697,0.5623820606667237,binary,-0.5252375333522732,0.8232251023287047
14,56,VAE-RWMH,score,0.8110158443450928,0.9402121573902691,continuous,-1.2094709045521135,
14,56,RNN,biomarker,1.0115126371383667,0.9125198173641571,continuous,-1.430385404215829,
14,56,RNN,blood_pressure,26.84438705444336,0.8782717762523256,bounded,-4.7089952840542715,
14,56,RNN,symptom_present,0.421731561422348,0.5393972885840748,binary,-0.5380322197722546,0.8077625800541011
14,56,RNN,score,1.0600632429122925,0.9108891520824769,continuous,-1.4772670430690344,
14,56,MixedModel,biomarker,0.8450275659561157,0.9328690999084192,continuous,-1.2505525034808826,
14,56,MixedModel,blood_pressure,18.83243179321289,0.9296614575985971,bounded,-4.354519012156256,
14,56,MixedModel,symptom_present,0.4103723466396332,0.5719672162647436,binary,-0.5135591975549031,0.8297257295746007
14,56,MixedModel,score,0.9290640950202942,0.9278283989674379,continuous,-1.3453609842197154,
15,57,VAE-RWMH,biomarker,0.7233884930610657,0.9276554064651047,continuous,-1.0951296668695707,
15,57,VAE-RWMH,blood_pressure,21.077898025512695,0.8921748122656663,bounded,-4.467163537746307,
15,57,VAE-RWMH,symptom_present,0.3977868854999542,0.6114787871062252,binary,-0.49715762937537233,0.8449450965543355
15,57,VAE-RWMH,score,0.8075963258743286,0.9202988200480445,continuous,-1.2052455912134357,
15,57,RNN,biomarker,1.1494773626327515,0.8968605880167656,continuous,-1.5582459050024113,
15,57,RNN,blood_pressure,22.022838592529297,0.8962251497840413,bounded,-4.511018565933535,
15,57,RNN,symptom_present,0.4092077910900116,0.575202960194341,binary,-0.5117027232910405,0.8276812760318061
15,57,RNN,score,1.1606642007827759,0.884821359789282,continuous,-1.5679308421300395,
15,57,MixedModel,biomarker,0.9168739914894104,0.9085191354219857,continuous,-1.3321533627804383,
15,57,MixedModel,blood_pressure,21.3919734954834,0.9042067626809244,bounded,-4.481954314571505,
15,57,MixedModel,symptom_present,0.387479305267334,0.6335133446859289,binary,-0.48824439515231416,0.8636961887979495
15,57,MixedModel,score,0.9236907362937927,0.917082693694042,continuous,-1.3395605688586012,
16,58,VAE-RWMH,biomarker,0.8282338976860046,0.9325535823940568,continuous,-1.2304788538444087,
16,58,VAE-RWMH,blood_pressure,22.726511001586914,0.890060037667473,bounded,-4.542470602172056,
16,58,VAE-RWMH,symptom_present,0.42055544257164,0.5438868276051911,binary,-0.5356722175654509,0.8109376867491321
16,58,VAE-RWMH,score,0.7618242502212524,0.9418185003457961,continuous,-1.1468990809481447,
16,58,RNN,biomarker,1.1749125719070435,0.8648406157369153,continuous,-1.5801322711448424,
16,58,RNN,blood_pressure,48.2341423034668,-0.07637238870834726,bounded,-5.295005650047177,
16,58,RNN,symptom_present,0.49744200706481934,0.10714741766854234,binary,-0.6880270056142438,0.5583398836386604
16,58,RNN,score,1.1247658729553223,0.8841374436235833,continuous,-1.536513434273953,
16,58,MixedModel,biomarker,0.955014705657959,0.9169004860598002,continuous,-1.3729099335747854,
16,58,MixedModel,blood_pressure,18.30200958251953,0.9299339063625143,bounded,-4.325949340670803,
16,58,MixedModel,symptom_present,0.41208186745643616,0.5670910283466172,binary,-0.5168108784591445,0.8239644338049843
16,58,MixedModel,score,0.8242551684379578,0.9365148740179242,continuous,-1.2256634066284295,
17,59,VAE-RWMH,biomarker,0.7844868302345276,0.941440500859214,continuous,-1.1762130387907572,
17,59,VAE-RWMH,blood_pressure,26.748899459838867,0.8419485247878316,bounded,-4.705431864012079,
17,59,VAE-RWMH,symptom_present,0.4183363914489746,0.550114339925585,binary,-0.5279522967915815,0.8170544644013741
17,59,VAE-RWMH,score,0.8389132618904114,0.9165360551002961,continuous,-1.2432905726164296,
17,59,RNN,biomarker,1.178498387336731,0.90517007315138,continuous,-1.5831795485898574,
17,59,RNN,blood_pressure,24.34815788269043,0.891121514761768,bounded,-4.611394728236652,
17,59,RNN,symptom_present,0.4258536398410797,0.5468904957768426,binary,-0.5546743119716228,0.8145825051033855
17,59,RNN,score,1.0546278953552246,0.9118011360333269,continuous,-1.472126532092942,
17,59,MixedModel,biomarker,0.8190803527832031,0.9373802184778696,continuous,-1.2193654441094526,
17,59,MixedModel,blood_pressure,17.430116653442383,0.9353243077571001,bounded,-4.277138085395927,
17,59,MixedModel,symptom_present,0.41102322936058044,0.5710377454873039,binary,-0.5144513266218486,0.8299208026050717
17,59,MixedModel,score,0.8076656460762024,0.9256457052895877,continuous,-1.2053314227418443,
18,60,VAE-RWMH,biomarker,0.8109866976737976,0.9096404826657017,continuous,-1.2094349058283327,
18,60,VAE-RWMH,blood_pressure,19.718719482421875,0.8988201044651334,bounded,-4.400506945302331,
18,60,VAE-RWMH,symptom_present,0.39055564999580383,0.6155189021484024,binary,-0.47460500687451423,0.8526754662907188
18,60,VAE-RWMH,score,0.8123599290847778,0.9326283019931444,continuous,-1.2111267585921257,
18,60,RNN,biomarker,0.9450570940971375,0.8993563473103564,continuous,-1.3624286565298955,
18,60,RNN,blood_pressure,26.252058029174805,0.8484089754908143,bounded,-4.686682979885164,
18,60,RNN,symptom_present,0.39701807498931885,0.5956473475693591,binary,-0.48761401978216345,0.8450716078981093
18,60,RNN,score,1.1527373790740967,0.9125991509360751,continuous,-1.561077976712522,
18,60,MixedModel,biomarker,0.9361155033111572,0.9019669593455168,continuous,-1.3529221240603124,
18,60,MixedModel,blood_pressure,19.6805362701416,0.9130487354937536,bounded,-4.398568673956584,
18,60,MixedModel,symptom_present,0.3841833472251892,0.6284186423799856,binary,-0.4563550984142858,0.8629969604159412
18,60,MixedModel,score,0.7584583759307861,0.9461322552261371,continuous,-1.1424712342883396,
19,61,VAE-RWMH,biomarker,0.7340275645256042,0.9429923069728333,continuous,-1.1097297763768754,
19,61,VAE-RWMH,blood_pressure,20.826322555541992,0.8842300586644803,bounded,-4.455156167705626,
19,61,VAE-RWMH,symptom_present,0.4141883850097656,0.5638390827796003,binary,-0.5167525134085107,0.8224630021605281
19,61,VAE-RWMH,score,0.8552120923995972,0.9334242419254549,continuous,-1.2625327536832607,
19,61,RNN,biomarker,1.238429069519043,0.9179519302315327,continuous,-1.6327821110220513,
19,61,RNN,blood_pressure,24.519575119018555,0.8598303564089304,bounded,-4.618410256582287,
19,61,RNN,symptom_present,0.41673293709754944,0.5802058834693585,binary,-0.5270758438987092,0.8326173970328044
19,61,RNN,score,0.9499468207359314,0.9308538828905426,continuous,-1.367589259077582,
19,61,MixedModel,biomarker,0.7983993291854858,0.9361321378784256,continuous,-1.1937921390208972,
19,61,MixedModel,blood_pressure,19.076047897338867,0.9121961191606262,bounded,-4.367371984901949,
19,61,MixedModel,symptom_present,0.39465898275375366,0.614885459929199,binary,-0.47493559598867174,0.8532349589780344
19,61,MixedModel,score,0.9711999893188477,0.9257372853396489,continuous,-1.3897156635298777,
